entity_id,state,last_changed
sensor.everything_presence_one_0428b0_co2,104.0,2026-02-22T04:32:08.080Z
sensor.everything_presence_one_0428b0_co2,102.0,2026-02-22T04:33:08.083Z
sensor.everything_presence_one_0428b0_co2,100.0,2026-02-22T04:34:08.084Z
sensor.everything_presence_one_0428b0_co2,98.0,2026-02-22T04:35:08.086Z
sensor.everything_presence_one_0428b0_co2,95.0,2026-02-22T04:36:08.084Z
sensor.everything_presence_one_0428b0_co2,92.0,2026-02-22T04:37:08.096Z
sensor.everything_presence_one_0428b0_co2,91.0,2026-02-22T04:38:08.093Z
sensor.everything_presence_one_0428b0_co2,90.0,2026-02-22T04:39:08.101Z
sensor.everything_presence_one_0428b0_co2,91.0,2026-02-22T04:40:08.103Z
sensor.everything_presence_one_0428b0_co2,89.0,2026-02-22T04:43:08.112Z
sensor.everything_presence_one_0428b0_co2,87.0,2026-02-22T04:44:08.116Z
sensor.everything_presence_one_0428b0_co2,86.0,2026-02-22T04:45:08.109Z
sensor.everything_presence_one_0428b0_co2,84.0,2026-02-22T04:46:08.115Z
sensor.everything_presence_one_0428b0_co2,82.0,2026-02-22T04:47:08.122Z
sensor.everything_presence_one_0428b0_co2,83.0,2026-02-22T04:48:08.117Z
sensor.everything_presence_one_0428b0_co2,84.0,2026-02-22T04:49:08.123Z
